id	mention_id	mention_sentence	mention_value	mention_unit	mention_normalized_value	mention_normalized_unit	mention_token_begin	mention_token_end	expression_id	expression_value	expression_unit	expression	response_id	response	label
22075	49002	More than 1,000 people working to respond to the spill, including officials from the Coast Guard, the federal government and BP.	1000.0	people	1000.0	person	3	4	21128	631.278539	person	1.584087 * 1.000000 hour (an hour) * 5530000.000000 person per year (global death rate)	22940	twice the global hourly death rate.	1
22075	49002	More than 1,000 people working to respond to the spill, including officials from the Coast Guard, the federal government and BP.	1000.0	people	1000.0	person	3	4	21138	292.237443	person	3.421875 * 1.000000 hour (an hour) * 2560000.000000 person per year (death rate in the US)	23557	the number of U.S. deaths in three hours.	0
29693	44931	World automakers can build 94 million cars and trucks a year, but that's 30 million more than it can sell, he said.	94000000.0	car	94000000.0	car	5	7	21515	256000000.0	car	0.390625 * 256000000.000000 car (number of cars registered)	23174	1/3 the number of cars that are registered.	0
29693	44931	World automakers can build 94 million cars and trucks a year, but that's 30 million more than it can sell, he said.	94000000.0	car	94000000.0	car	5	7	21518	1000000000.0	car	0.100000 * 1000000000.000000 car (number of cars in the world)	17775	one tenth of the number of cars in the world.	1
26268	42296	The bank said its result will be hurt by 946 million kronor (US$159 million; euro101 million) as a result of the sale, as well as changes in the market value of its liquidity portfolio.	159000000.0	US$	159000000.0	money	14	16	22899	421461187.214612	money	0.237270 * 6500000.000000 person (number of employees in the construction industry) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	39594	1/4 the cost of all employees in the construction industry over a workday.	1
26268	42296	The bank said its result will be hurt by 946 million kronor (US$159 million; euro101 million) as a result of the sale, as well as changes in the market value of its liquidity portfolio.	159000000.0	US$	159000000.0	money	14	16	22913	19257534.246575	money	5.192773 * 99000.000000 person (number of employees at Microsoft) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	26148	5 times the cost of an employee for a day times the number of employees at Microsoft.	0
25603	3385	A pandemic in 1918, just after the end of World War I, killed 20 million people worldwide.	20000000.0	people	20000000.0	person	16	18	21283	26960000.0	person	0.370920 * 26960000.000000 person (population of Texas)	33492	One third the population of Texas.	1
25603	3385	A pandemic in 1918, just after the end of World War I, killed 20 million people worldwide.	20000000.0	people	20000000.0	person	16	18	21282	22270000.0	person	0.449035 * 22270000.000000 person (number of employees in the education industry)	43031	half the employees in the education industry	0
25901	51531	The British pound rose to US$1.9838 from US$1.9822, even as sentiment gained that the Bank of England may leave its benchmark interest rate unchanged at 5.75 percent when it meets next month.	1.9822	US$	1.9822	money	9	10	22023	8.105023	money	0.123380 * 1.000000 person (a person) * 60.000000 minute (time taken for a basketball game) * 71000.000000 USD per year per person (cost of an employee)	35651	one eighth of the cost of an employee in the time taken for a basketball ame	0
27315	63754	Group 4, the world's second-largest security company, is trying to build a presence in developing markets and has this year spent more than 60 million pounds (US$117 million; euro88.8 million) on acquisitions in countries such as Guatemala, Mozambique and the Democratic Republic of Congo.	117000000.0	US$	117000000.0	money	31	33	22887	314474885.844749	money	0.317990 * 38800000.000000 person (population of California) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	34238	one third the cost of the population of California working for one hour.	1
28012	74290	Authorities seized $1.25 million in bank accounts and 60 cars from Torres' collection at a Los Angeles warehouse.	1250000.0	$	1250000.0	money	3	5	22546	284000.0	money	3.521127 * 1.000000 person (a person) * 4.000000 year (time taken to graduate college) * 71000.000000 USD per year per person (cost of an employee)	34380	four times the cost of an employee in the time it takes to graduate college.	1
28012	74290	Authorities seized $1.25 million in bank accounts and 60 cars from Torres' collection at a Los Angeles warehouse.	1250000.0	$	1250000.0	money	3	5	22529	461986.30137	money	2.164566 * 57000.000000 person (number of employees at Google) * 60.000000 minute (time taken for a basketball game) * 71000.000000 USD per year per person (cost of an employee)	15419	twice the amount it would cost to employee the number of employees at Google for the time it takes to watch a basketball game.	0
28012	74290	Authorities seized $1.25 million in bank accounts and 60 cars from Torres' collection at a Los Angeles warehouse.	1250000.0	$	1250000.0	money	3	5	22536	401198.630137	money	2.492531 * 99000.000000 person (number of employees at Microsoft) * 30.000000 minute (time taken for lunch) * 71000.000000 USD per year per person (cost of an employee)	26516	twice the cost of all the employees of Microsoft for the time taken for lunch.	0
29837	69882	A: The Nord Stream pipeline is expected to carry 1.9 trillion cubic feet, or 55 billion cubic meters, of natural gas a year to supply more than 26 million households.	1.9	cu-feet	53.8441	volume	11	14	25164	23.656231	volume	4.227216 * 30.000000 minute (time taken for lunch) * 300.000000 gallon per day (water used by a family in the US)	19779	4 times the water in the used time taken for lunch by a family 	0
22773	30784	Fiat and Chrysler CEO Sergio Marchionne said Wednesday that the new auto alliance can reach a production level of 5.5 million to 6 million cars a year on its own once the economy stabilizes -- the level he says is needed for long-term survival.	6000000.0	car	6000000.0	car	23	25	21506	31000000.0	car	0.322581 * 31000000.000000 car (number of cars registered in California)	24889	1/3 the number of cars registered in California.	1
29466	40541	Turnover totaled HK$44 million (US$5.63 million; euro4.28 million).	5630000.0	US$	5630000.0	money	7	9	22682	3306849.315068	money	3.024027 * 17000.000000 person (number of employees at McKinsey) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	39651	3 times the cost to employ everyone at McKinsey for one day.	0
29466	40541	Turnover totaled HK$44 million (US$5.63 million; euro4.28 million).	5630000.0	US$	5630000.0	money	7	9	22658	6787324.429224	money	1.473335 * 837422.000000 person (population of San Francisco) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	18245	the amount of money earned by the population of San Francisco in an hour.	1
29386	36632	Sichuan is home to the world's largest water project, the Three Gorges dam, located about 350 miles (560 kilometers) east of the epicenter.	560.0	kilometer	560000.0	length	22	23	21788	119734.903068	length	8.351784 * 1.000000 day (a day) * 3.100000 mile per hour (walking speed)	43765	8 days of continuous walking.	1
26242	32385	The world's sixth-largest automaker is seeking damages totaling 1 billion won (US$1.07 million; euro820,000) from the union and 27 of its leaders, said spokesman Jake Jang.	1070000.0	US$	1070000.0	money	14	16	22572	7785000.0	money	0.128452 * 150.000000 year (average lifetime for a tree) * 51900.000000 USD per year (median income)	41808	an eighth a median income earner would make over the average lifetime of a tree	0
26242	32385	The world's sixth-largest automaker is seeking damages totaling 1 billion won (US$1.07 million; euro820,000) from the union and 27 of its leaders, said spokesman Jake Jang.	1070000.0	US$	1070000.0	money	14	16	22500	997368.286739	money	1.002639 * 4430000000.000000 person (population of Asia) * 100.000000 millisecond (time taken to blink) * 71000.000000 USD per year per person (cost of an employee)	39540	the amount of dollars it cost to pay the entire population of Asia in the blink of an eye.	0
28379	57274	AMB owns about 1.5 million square feet of the six million-square-foot market surrounding Kennedy Airport, said Reid Berch, a senior director and partner at Corporate National Realty, a commercial brokerage whose client is AMB.	1500000.0	sq-feet	139426.5	area	4	7	20973	10000.0	area	10.000000 * 10000.000000 sq-meter (area of a city block)	34291	10 times the area of a city block.	1
28379	57274	AMB owns about 1.5 million square feet of the six million-square-foot market surrounding Kennedy Airport, said Reid Berch, a senior director and partner at Corporate National Realty, a commercial brokerage whose client is AMB.	1500000.0	sq-feet	139426.5	area	4	7	20971	114155.251142	area	0.876000 * 1.000000 minute (a minute) * 60000.000000 sq-km per year (area of forest logged)	17709	the average area of forest logged per minute.	0
28465	12486	Rescuers, however, were aiming to remove 100,000 cubic meters of debris if the weather allowed.	100000.0	cu-meter	100000000.0	volume	9	11	25409	106630338.968473	volume	0.937819 * 16136.000000 person (population of Stanford) * 79.000000 year (average lifetime for a person) * 22.100000 gallon per person per year (coffee consumption)	14908	the lifetime coffee consumption for the total population of Stanford.	0
28465	12486	Rescuers, however, were aiming to remove 100,000 cubic meters of debris if the weather allowed.	100000.0	cu-meter	100000000.0	volume	9	11	24563	265000000.0	volume	0.377358 * 30.000000 minute (time taken for lunch) * 80000000.000000 barrel per day   (oil produced by the world)	20850	1/3 the amount of oil produced in the world during lunch.	0
